id,session_id,card_id,user_id,rating,response_ms,reviewed_at,scheduled_interval,ease,was_new
4eb3f2c1-5231-4c63-8911-c056f2981449,d3e7316b-894b-4d70-bd01-e7181455fe57,6a78d238-fe8a-4eaf-89c8-6452066a5216,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,7160,2026-07-13 06:21:02.375+00,1,3.28285649513529,true
4edb2a1c-c2da-4bf9-b284-824a72489568,9f21211d-3792-464f-a306-c3aec94bc7f3,f8a8381b-180a-428a-b933-ec5097c76f78,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,24617,2026-07-13 06:08:14.827+00,1,3.28285649513529,true
500f839d-c9ad-4828-b796-a24a5df4bd53,767e5748-a8a2-4b0a-acac-86119bba6b95,bbd340cd-e719-4308-a346-860ecb76679d,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,1,0,2026-06-17 10:29:41.508+00,2,5.41305649513529,false
5084b4b4-3bf1-4135-acad-e464d66f778a,e0c1259a-a025-4991-8137-058c58f7c431,318e04e0-365f-4c34-aaa5-02beb341a9ec,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,2673,2026-07-07 15:47:25.755+00,1,3.28285649513529,true
51fd982f-b3e3-4c97-8662-d3ef4be082af,f7fb94c7-29d4-462f-8aba-124534a1e54a,d4a332c2-ede0-4eb5-ae5b-c658b4e8827f,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,5247,2026-07-13 06:25:31.599+00,1,3.28285649513529,true
520ca1a6-8b00-4563-95eb-2d009dd296e0,6b6c50e1-694d-4ba3-a944-69598ac96e21,67315a79-5712-445f-9cdb-29fb9cf08065,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,4211,2026-07-11 05:12:57.342+00,42,3.86402671652124,false
5376a658-c4f4-442c-9edd-91c364fefa03,f630a6ae-07ef-48cb-94aa-4a5ea54766db,3997bf90-f550-4edb-883c-42ce34275db2,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,621543,2026-07-13 05:09:29.786+00,35,3.86402671652124,false
548194cf-04d8-4c32-9353-4b7ab2901467,f3d45db1-cab3-408c-b7b0-c17d50e1860d,b3b94c39-0e38-4959-8f0a-f36b4ff253ce,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-18 10:56:51.48+00,1,3.28285649513529,true
55361347-b9b5-4a04-badd-a319b89c5db2,fe1ff42f-7b83-4a68-a724-e8dc61760d27,afc363a7-18eb-4a8f-8994-272a157a83cf,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-16 14:19:43.781+00,1,3.28285649513529,false
55998b67-5ce5-4312-9286-cb37da287298,d60a7fb7-069d-4d10-9894-1ed3d658193a,bbd340cd-e719-4308-a346-860ecb76679d,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-17 13:32:58.453+00,1,4.34795649513529,false
563f94e3-373b-4309-af28-be62e24c93de,b6585e71-6e6d-49de-8dc2-4c418cb57281,74c3cc6c-671a-4207-a796-9dea99c20549,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-16 14:16:01.878+00,1,3.28285649513529,false
5cb52c97-d642-4d99-8406-85a562d2cd5f,99f0f8f1-06e0-4a18-acb4-f8d08d832e09,de57c86f-04db-4232-b022-53d316cafffd,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,5967,2026-07-13 05:10:05.416+00,31,4.13624684821842,false
5ce918f8-8c77-4738-8582-492b2bd36026,77790965-5f36-4717-afc7-3cb07e7fa454,c37e822f-b1d7-415d-8bbf-99c75c62e35d,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,19942,2026-07-10 15:19:53.131+00,37,3.86402671652124,false
5f3633fe-1c05-4eea-8131-890baaaa8714,048e847c-f1ec-4fc9-95bc-85cc2f1eff0c,8967275d-0ba3-421d-abd5-e5dd6d1d896a,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-18 13:15:32.322+00,4,3.8,true
608e8b1e-75db-4a3c-8ba1-7291a79e97c2,62d83bc1-fd94-4339-a184-af7e6b84be3e,c37e822f-b1d7-415d-8bbf-99c75c62e35d,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,14920,2026-07-07 15:47:55.022+00,1,3.28285649513529,true
61140394-63b0-43e5-9ce9-66508a04d640,23c83b0c-e9b6-450d-9426-4f0a83f91e67,74a733f1-7445-4caf-9a97-1cbec4dc73ff,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,13594,2026-07-13 06:53:53.405+00,14,3.86402671652124,false
616d1b07-e93e-4d3c-a3d7-ab1ad497d8cd,0236b013-b7eb-45ce-b8b7-eeadd09e76d5,88af00a5-4a7a-46fa-8920-97e6bd03c1cb,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-15 08:21:35.002+00,4,3.8,false
63869b63-9352-49bc-be5d-2a9d84afb1a0,89f70455-47c1-42a5-904f-cf7c3f6bf8e7,8da50ad3-175e-4c29-964e-343e30031ab8,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,1,10935,2026-07-13 06:54:04.529+00,2,5.36070523652124,false
64a9b0f7-5054-4b77-839b-eb1b6c53fa32,b75f3c56-ec8c-43f8-b8f4-4ccae100d7d8,a214d69a-07d5-4b74-90a1-1a32072deaca,bd7d53fd-76e2-4330-ab15-0e0a432f7b68,4,0,2026-06-20 09:17:38.841+00,1,3.28285649513529,true
